cluster,lag_s,sum_player,sum_centroid,sum_relative,sum_cross,n_pairs
2020-10-18__1H__rosenborg__A,43.0,18125962.597242333,10350738.181774491,7734935.035080959,40289.380386879726,30567
2020-10-18__1H__rosenborg__A,44.0,18288420.002970673,10421735.553033017,7824110.2489162935,42574.20102135456,30545
2020-10-18__1H__rosenborg__A,45.0,18438976.40042776,10482863.19279404,7910739.18049718,45374.02713654202,30523
2020-10-18__1H__rosenborg__A,46.0,18578127.948606,10534855.58240361,7994508.188237664,48764.17796472309,30501
2020-10-18__1H__rosenborg__A,47.0,18708538.118644495,10579648.504502453,8076175.572156949,52714.04198508916,30479
2020-10-18__1H__rosenborg__A,48.0,18833518.01655011,10619676.142067779,8156580.267737646,57261.606744682795,30457
2020-10-18__1H__rosenborg__A,49.0,18956075.08582789,10657793.277236003,8236914.337850316,61367.470741571364,30435
2020-10-18__1H__rosenborg__A,50.0,19077511.08940007,10694704.231345179,8316830.439180161,65976.41887472945,30413
2020-10-18__1H__rosenborg__A,51.0,19197483.788640916,10730377.217041554,8396036.385522284,71070.18607707907,30391
2020-10-18__1H__rosenborg__A,52.0,19314457.435148936,10763784.228302438,8473745.49454267,76927.71230383209,30369
2020-10-18__1H__rosenborg__A,53.0,19426861.243882004,10793891.381828107,8549570.117771586,83399.74428231124,30347
2020-10-18__1H__rosenborg__A,54.0,19532973.929856807,10819769.836111682,8622556.375757314,90647.71798781634,30325
2020-10-18__1H__rosenborg__A,55.0,19631616.45188533,10840460.621622862,8691422.629218224,99733.20104424396,30303
2020-10-18__1H__rosenborg__A,56.0,19723142.484294437,10856843.512848211,8757226.221161028,109072.7502851937,30281
2020-10-18__1H__rosenborg__A,57.0,19808562.04234742,10868701.241790462,8820237.843969291,119622.95658766595,30259
2020-10-18__1H__rosenborg__A,58.0,19888679.860203058,10877814.858419977,8880523.243677352,130341.75810572717,30237
2020-10-18__1H__rosenborg__A,59.0,19965382.662157502,10885920.314043676,8937998.178431762,141464.16968206398,30215
2020-10-18__1H__rosenborg__A,60.0,20040657.94233709,10895446.181115393,8992212.026839692,152999.73438200288,30193
2020-10-18__2H__rosenborg__A,1.0,169635.5460008387,64600.75958191438,117535.51302285031,-12500.726603925961,36109
2020-10-18__2H__rosenborg__A,2.0,578942.9087305117,230559.35385899557,367195.2733148221,-18811.718443305916,36081
2020-10-18__2H__rosenborg__A,3.0,1167167.475239695,485103.4561457158,707684.5753651006,-25620.556271121473,36053
2020-10-18__2H__rosenborg__A,4.0,1884939.558847987,810330.134149961,1106723.5545362115,-32114.12983818533,36025
2020-10-18__2H__rosenborg__A,5.0,2692822.132458951,1188752.7241545045,1542077.059140393,-38007.650835946886,35997
2020-10-18__2H__rosenborg__A,6.0,3559287.6248379922,1604548.2249703158,1997789.4040986025,-43050.00423092609,35969
2020-10-18__2H__rosenborg__A,7.0,4458168.148925603,2044218.1265846305,2461292.3659531632,-47342.34361219048,35941
2020-10-18__2H__rosenborg__A,8.0,5372794.217013501,2497848.3904135525,2928109.2149509294,-53163.38835098133,35913
2020-10-18__2H__rosenborg__A,9.0,6286617.540982618,2954418.538855912,3387255.212509464,-55056.21038275923,35885
2020-10-18__2H__rosenborg__A,10.0,7188734.807795107,3409174.034000702,3837199.265754674,-57638.49196026806,35857
2020-10-18__2H__rosenborg__A,11.0,8078752.629783169,3858210.1115918406,4281649.118740391,-61106.60054906353,35829
2020-10-18__2H__rosenborg__A,12.0,8948480.164720373,4298139.874676571,4714266.960518752,-63926.67047495025,35801
2020-10-18__2H__rosenborg__A,13.0,9793604.17655076,4726571.350120783,5133771.2275293805,-66738.40109940153,35773
2020-10-18__2H__rosenborg__A,14.0,10612614.590040397,5141896.273286966,5540250.18766338,-69531.87090995052,35745
2020-10-18__2H__rosenborg__A,15.0,11403110.680261964,5542506.248227422,5933140.018984378,-72535.58694983955,35717
2020-10-18__2H__rosenborg__A,16.0,12167455.728796009,5926130.612890096,6313768.31318004,-72443.19727412544,35690
2020-10-18__2H__rosenborg__A,17.0,12903826.51625155,6295090.5341438465,6683531.329744496,-74795.34763679499,35663
2020-10-18__2H__rosenborg__A,18.0,13616293.112683212,6647103.005916495,7042470.070674188,-73279.96390746781,35636
2020-10-18__2H__rosenborg__A,19.0,14305871.898555188,6987031.644208726,7393003.348995731,-74163.09464927146,35609
2020-10-18__2H__rosenborg__A,20.0,14973401.886900958,7314151.938689737,7733553.572038696,-74303.62382747704,35582
2020-10-18__2H__rosenborg__A,21.0,15620429.991828393,7629415.743613211,8065185.990137657,-74171.74192247732,35556
2020-10-18__2H__rosenborg__A,22.0,16248637.384338541,7933853.677214294,8388086.844418,-73303.13729375496,35530
2020-10-18__2H__rosenborg__A,23.0,16858871.39424001,8227969.922163414,8702878.969075086,-71977.49699848646,35504
2020-10-18__2H__rosenborg__A,24.0,17451192.784958087,8512913.815048795,9009994.591103068,-71715.62119378068,35478
2020-10-18__2H__rosenborg__A,25.0,18025803.84308041,8787638.777487108,9307649.178351734,-69484.11275843385,35452
2020-10-18__2H__rosenborg__A,26.0,18583051.248169936,9054583.188260676,9597582.500884788,-69114.44097551971,35426
2020-10-18__2H__rosenborg__A,27.0,19124146.1286854,9314144.327864911,9878583.150070373,-68581.34924988355,35400
2020-10-18__2H__rosenborg__A,28.0,19651055.286074333,9567127.417892482,10150797.335726477,-66869.4675446268,35374
2020-10-18__2H__rosenborg__A,29.0,20164684.580266755,9815181.023911623,10414497.266764736,-64993.71040960273,35348
2020-10-18__2H__rosenborg__A,30.0,20664549.339901537,10058790.441676442,10668915.633694565,-63156.73546947399,35322
2020-10-18__2H__rosenborg__A,31.0,21150832.015948907,10297732.606908355,10914619.86591427,-61520.45687371807,35296
2020-10-18__2H__rosenborg__A,32.0,21623090.29170741,10532297.374820432,11150849.563662559,-60056.64677557757,35270
2020-10-18__2H__rosenborg__A,33.0,22081512.587507594,10763711.40068722,11377777.370587287,-59976.18376691785,35245
2020-10-18__2H__rosenborg__A,34.0,22527947.659309674,10992243.939505469,11595855.028700067,-60151.30889585486,35220
2020-10-18__2H__rosenborg__A,35.0,22963977.814465255,11218381.678781256,11806577.813397115,-60981.67771311186,35195
2020-10-18__2H__rosenborg__A,36.0,23389398.083452806,11440435.004120473,12009929.993994862,-60966.914662522846,35170
2020-10-18__2H__rosenborg__A,37.0,23803976.863226686,11658158.936109476,12207740.096965317,-61922.16984811006,35145
2020-10-18__2H__rosenborg__A,38.0,24206878.306775123,11869586.380067343,12400730.144280475,-63438.21757269942,35120
2020-10-18__2H__rosenborg__A,39.0,24596954.843432907,12073047.969388407,12589654.45346467,-65747.57942016696,35095
2020-10-18__2H__rosenborg__A,40.0,24972714.38092016,12266884.9479219,12774415.23423341,-68585.80123513856,35070
2020-10-18__2H__rosenborg__A,41.0,25332984.99215341,12449816.062199652,12955128.117040036,-71959.18708628183,35045
2020-10-18__2H__rosenborg__A,42.0,25676998.314345863,12620935.370015036,13131475.768487696,-75412.82415686396,35020
2020-10-18__2H__rosenborg__A,43.0,26004211.075370822,12779879.183402406,13302973.044846196,-78641.15287777409,34995
2020-10-18__2H__rosenborg__A,44.0,26313028.630032606,12925670.686953051,13468425.55470492,-81067.61162535148,34970
2020-10-18__2H__rosenborg__A,45.0,26601066.529468745,13057883.024239097,13625938.866708755,-82755.36147910403,34945
2020-10-18__2H__rosenborg__A,46.0,26866576.46923265,13175287.253277047,13774621.658686407,-83332.44273080851,34920
2020-10-18__2H__rosenborg__A,47.0,27107911.868706606,13277048.772689104,13913887.815211771,-83024.71919427253,34895
2020-10-18__2H__rosenborg__A,48.0,27324799.09647135,13362832.287956849,14043837.379546918,-81870.57103242003,34870
2020-10-18__2H__rosenborg__A,49.0,27516883.153990746,13432393.973379826,14164453.265218103,-79964.08460718766,34845
2020-10-18__2H__rosenborg__A,50.0,27684754.201550175,13485691.510877127,14276094.59555381,-77031.90488075011,34820
2020-10-18__2H__rosenborg__A,51.0,27829594.587794986,13522255.177582033,14379699.42323543,-72360.01302246563,34795
2020-10-18__2H__rosenborg__A,52.0,27952593.727190636,13543050.028926859,14474844.161279798,-65300.46301602642,34770
2020-10-18__2H__rosenborg__A,53.0,28055146.03585865,13550113.864244943,14563074.688830525,-58042.51721682446,34745
2020-10-18__2H__rosenborg__A,54.0,28138820.002724573,13543403.63437575,14644640.168874089,-49223.80052525888,34720
2020-10-18__2H__rosenborg__A,55.0,28206230.166486725,13524863.679881293,14721570.930267192,-40204.443661759724,34695
2020-10-18__2H__rosenborg__A,56.0,28260841.32923681,13496518.91341505,14794931.58797309,-30609.172151326668,34670
2020-10-18__2H__rosenborg__A,57.0,28305735.719759244,13460449.618665867,14865972.774709456,-20686.67361608066,34645
2020-10-18__2H__rosenborg__A,58.0,28344028.22047539,13418461.812164225,14936326.509157578,-10760.100846410496,34620
2020-10-18__2H__rosenborg__A,59.0,28377654.12160035,13371838.419637768,15006670.914238667,-855.2122760859784,34595
2020-10-18__2H__rosenborg__A,60.0,28407920.95000419,13321903.368961716,15077692.565366343,8325.015676129842,34570
2020-11-01__1H__rosenborg__A,1.0,130247.27648956528,76941.26842781277,54997.971901368284,-1691.9638396157409,28679
2020-11-01__1H__rosenborg__A,2.0,490247.7474977681,296158.76840495446,196817.92441096323,-2728.9453181496065,28666
2020-11-01__1H__rosenborg__A,3.0,1025412.4235902138,636152.3695926577,392282.95733247866,-3022.903334922612,28653
2020-11-01__1H__rosenborg__A,4.0,1685617.6446661483,1071599.7657545097,615755.2074417665,-1737.3285301277301,28640
2020-11-01__1H__rosenborg__A,5.0,2430405.4422828807,1578625.4994903104,851274.9957810919,504.9470114785436,28627
2020-11-01__1H__rosenborg__A,6.0,3228506.2109468863,2135601.638748862,1089157.7637003479,3746.808497676051,28614
2020-11-01__1H__rosenborg__A,7.0,4056293.6637111576,2724485.9524944145,1323892.240715575,7915.470501168642,28601
2020-11-01__1H__rosenborg__A,8.0,4896259.56763251,3331297.919529992,1552166.443856471,12795.204246047098,28588
2020-11-01__1H__rosenborg__A,9.0,5735812.289608169,3945509.157323864,1771992.715588375,18310.416695929816,28575
2020-11-01__1H__rosenborg__A,10.0,6566247.015741703,4559752.948754362,1982186.421671116,24307.64531622451,28562
2020-11-01__1H__rosenborg__A,11.0,7382149.47038478,5169048.687146672,2182531.0726624257,30569.71057568172,28549
2020-11-01__1H__rosenborg__A,12.0,8181016.30130273,5770532.141583081,2373808.926215657,36675.233503991054,28536
2020-11-01__1H__rosenborg__A,13.0,8961741.390145848,6362670.117070252,2556727.7039408362,42343.56913475909,28523
2020-11-01__1H__rosenborg__A,14.0,9723722.10309984,6944684.542668446,2731329.37445682,47708.18597457252,28510
2020-11-01__1H__rosenborg__A,15.0,10467198.716503682,7516484.792461461,2897684.7140156846,53029.210026532935,28497
2020-11-01__1H__rosenborg__A,16.0,11192927.142425235,8078610.689675101,3055954.4173204843,58362.0354296492,28484
2020-11-01__1H__rosenborg__A,17.0,11901253.807148222,8630884.981834784,3206764.2631586483,63604.5621547926,28471
2020-11-01__1H__rosenborg__A,18.0,12592822.464676742,9173443.413325764,3350810.8231356516,68568.2282153248,28458
2020-11-01__1H__rosenborg__A,19.0,13268283.822209729,9706617.757368565,3488633.0522329397,73033.01260822566,28445
2020-11-01__1H__rosenborg__A,20.0,13928230.20522185,10230481.994691068,3620587.7821218898,77160.42840889207,28432
2020-11-01__1H__rosenborg__A,21.0,14573273.643714473,10744921.694229573,3747122.689827864,81229.25965703768,28419
2020-11-01__1H__rosenborg__A,22.0,15203646.257401953,11249667.384560114,3868550.536661088,85428.3361807522,28406
2020-11-01__1H__rosenborg__A,23.0,15819725.99652496,11744549.205453413,3985289.2046905654,89887.58638097986,28393
2020-11-01__1H__rosenborg__A,24.0,16421655.803070564,12229472.22060904,4097394.10194064,94789.48052088055,28380
2020-11-01__1H__rosenborg__A,25.0,17009871.738478635,12704379.49604211,4205278.769673469,100213.4727630516,28367
2020-11-01__1H__rosenborg__A,26.0,17584617.92594254,13169031.907071445,4309348.740291993,106237.27857910708,28354
2020-11-01__1H__rosenborg__A,27.0,18145934.656392105,13623325.147442536,4409771.834931742,112837.67401782665,28341
2020-11-01__1H__rosenborg__A,28.0,18693766.614307612,14067454.341919448,4506457.963550666,119854.30883749638,28328
2020-11-01__1H__rosenborg__A,29.0,19228581.656766403,14502056.268388756,4599345.738507672,127179.64986997182,28315
2020-11-01__1H__rosenborg__A,30.0,19750976.38087906,14927998.82890681,4688498.182971515,134479.36900073226,28302
2020-11-01__1H__rosenborg__A,31.0,20262019.475229986,15346539.016906813,4773888.729674282,141591.72864889327,28289
2020-11-01__1H__rosenborg__A,32.0,20763208.34591441,15759013.352116013,4855620.719828362,148574.27397003424,28276
2020-11-01__1H__rosenborg__A,33.0,21256426.559960663,16167046.382583557,4933984.442445238,155395.73493186568,28263
2020-11-01__1H__rosenborg__A,34.0,21743344.767123748,16572275.220261408,5009009.613954234,162059.93290811236,28250
2020-11-01__1H__rosenborg__A,35.0,22223873.283776406,16975016.205217328,5080347.717537022,168509.3610220604,28237
2020-11-01__1H__rosenborg__A,36.0,22696582.990823723,17374310.83983112,5147611.093236782,174661.05775582843,28224
2020-11-01__1H__rosenborg__A,37.0,23159612.32588895,17768588.961531866,5210479.492104694,180543.8722523941,28211
2020-11-01__1H__rosenborg__A,38.0,23611228.094398223,18155942.989566334,5269054.004678792,186231.1001530909,28198
2020-11-01__1H__rosenborg__A,39.0,24050518.828988172,18534503.998031482,5323973.777052585,192041.0539041119,28185
2020-11-01__1H__rosenborg__A,40.0,24476825.811708853,18902765.039315347,5375735.192099331,198325.58029417426,28172
2020-11-01__1H__rosenborg__A,41.0,24889718.134938806,19259750.90617852,5424841.507202204,205125.72155808372,28159
2020-11-01__1H__rosenborg__A,42.0,25289264.627337545,19605026.168583907,5472071.509733946,212166.9490196879,28146
2020-11-01__1H__rosenborg__A,43.0,25675169.71110417,19938083.539927274,5517903.413304901,219182.75787199102,28133
2020-11-01__1H__rosenborg__A,44.0,26046945.756526574,20258663.533647206,5562500.579342532,225781.64353683748,28120
2020-11-01__1H__rosenborg__A,45.0,26404366.35656696,20566510.719962854,5605942.717144333,231912.91945977043,28107
2020-11-01__1H__rosenborg__A,46.0,26747391.80451009,20861308.993181556,5648220.421657733,237862.38967079239,28094
2020-11-01__1H__rosenborg__A,47.0,27076136.329217136,21142757.45451445,5689319.080620958,244059.79408173385,28081
2020-11-01__1H__rosenborg__A,48.0,27391005.136123538,21410968.87086021,5729377.654225957,250658.61103738018,28068
2020-11-01__1H__rosenborg__A,49.0,27692719.242035706,21666525.918394305,5768475.13120861,257718.19243278762,28055
2020-11-01__1H__rosenborg__A,50.0,27982243.66916936,21910208.914072983,5806737.981560824,265296.7735355424,28042
2020-11-01__1H__rosenborg__A,51.0,28260115.330891088,22142748.297408942,5843904.884113407,273462.14936873235,28029
2020-11-01__1H__rosenborg__A,52.0,28526398.45867686,22364703.437173665,5879536.144980306,282158.8765228914,28016
2020-11-01__1H__rosenborg__A,53.0,28780979.864432696,22576715.361607052,5913082.688983897,291181.8138417459,28003
2020-11-01__1H__rosenborg__A,54.0,29024044.07440625,22779506.711963855,5944038.716025821,300498.64641657384,27990
2020-11-01__1H__rosenborg__A,55.0,29256306.496645603,22973769.942815073,5972435.372987433,310101.1808430921,27977
2020-11-01__1H__rosenborg__A,56.0,29478650.893825684,23160118.700524174,5998743.563335266,319788.62996624527,27964
2020-11-01__1H__rosenborg__A,57.0,29691813.889540665,23339297.917132314,6023306.75370295,329209.21870539733,27951
2020-11-01__1H__rosenborg__A,58.0,29896423.392047882,23511920.50702542,6046278.7416547425,338224.1433677194,27938
2020-11-01__1H__rosenborg__A,59.0,30092984.366562616,23678333.544254117,6067631.41962118,347019.40268731234,27925
2020-11-01__1H__rosenborg__A,60.0,30282300.562735513,23839005.58454971,6087587.091867326,355707.8863184722,27912
2020-11-01__2H__rosenborg__A,1.0,119493.72865489876,73635.07057947983,47153.30952780714,-1294.6514523882236,28917
2020-11-01__2H__rosenborg__A,2.0,450286.6421858872,284755.52319175506,168374.47584611003,-2843.35685197787,28904
2020-11-01__2H__rosenborg__A,3.0,945141.4886807784,615000.0875334651,334727.8248063484,-4586.4236590348655,28891
2020-11-01__2H__rosenborg__A,4.0,1563034.4350486794,1044198.4071334382,525227.5644092669,-6391.5364940257,28878
2020-11-01__2H__rosenborg__A,5.0,2271913.490824531,1553358.808096887,726789.8000376505,-8235.117310006903,28865
2020-11-01__2H__rosenborg__A,6.0,3046820.7043895703,2125454.4447860904,931491.9655683923,-10125.705964911396,28852
2020-11-01__2H__rosenborg__A,7.0,3868117.0345580927,2745599.987946934,1134502.4370231803,-11985.390412021869,28839
2020-11-01__2H__rosenborg__A,8.0,4720490.985791039,3401186.66491522,1333017.6762367496,-13713.35536093087,28826
2020-11-01__2H__rosenborg__A,9.0,5592273.707864901,4081913.014860373,1525673.0598896418,-15312.36688511468,28813
2020-11-01__2H__rosenborg__A,10.0,6474405.522488239,4779229.693867748,1711990.5836444336,-16814.75502394186,28800
2020-11-01__2H__rosenborg__A,11.0,7360044.084562382,5486248.409313649,1892052.0225936226,-18256.347344888025,28787
2020-11-01__2H__rosenborg__A,12.0,8243931.979872445,6197550.22462644,2066054.8311898129,-19673.075943807682,28774
2020-11-01__2H__rosenborg__A,13.0,9121984.64055455,6908570.812490305,2234303.361166236,-20889.533101990724,28761
2020-11-01__2H__rosenborg__A,14.0,9990599.016953886,7615402.172188586,2397014.8428061637,-21817.998040864055,28748
2020-11-01__2H__rosenborg__A,15.0,10846513.207477381,8314758.5155506665,2554159.99960903,-22405.30768231728,28735
2020-11-01__2H__rosenborg__A,16.0,11687159.561635656,9004087.042062106,2705614.610956421,-22542.091382872757,28722
2020-11-01__2H__rosenborg__A,17.0,12510534.841464104,9681413.436683947,2851369.0678741485,-22247.663093991752,28709
2020-11-01__2H__rosenborg__A,18.0,13315592.319341494,10345396.437129933,2991627.618408866,-21431.7361973066,28696
2020-11-01__2H__rosenborg__A,19.0,14101199.010180881,10995154.843379034,3126278.3116073855,-20234.144805535514,28683
2020-11-01__2H__rosenborg__A,20.0,14867391.359793171,11630996.433475167,3255138.2053478914,-18743.27902988538,28670
2020-11-01__2H__rosenborg__A,21.0,15615163.613030871,12254079.247072244,3378232.6470450116,-17148.28108638333,28657
2020-11-01__2H__rosenborg__A,22.0,16345912.729880488,12865926.459725954,3495626.0584012,-15639.788246666809,28644
2020-11-01__2H__rosenborg__A,23.0,17060811.965747215,13467655.639042698,3607434.2099957517,-14277.883291232807,28631
2020-11-01__2H__rosenborg__A,24.0,17759977.934267588,14059548.234739985,3713591.5090979952,-13161.809570389189,28618
2020-11-01__2H__rosenborg__A,25.0,18443763.890780788,14641679.957432617,3814431.9522174727,-12348.018869302992,28605
2020-11-01__2H__rosenborg__A,26.0,19112868.86356675,15213999.983167097,3910552.2233192762,-11683.342919624527,28592
2020-11-01__2H__rosenborg__A,27.0,19767569.08316817,15776402.664161097,4002412.400774283,-11245.981767209261,28579
2020-11-01__2H__rosenborg__A,28.0,20406652.925283775,16327539.0245135,4090313.7505622576,-11199.849791976812,28566
2020-11-01__2H__rosenborg__A,29.0,21028382.168736815,16865560.542473152,4174391.265217885,-11569.638954218186,28553
2020-11-01__2H__rosenborg__A,30.0,21630956.408458415,17388631.892896794,4254824.483070491,-12499.967508866132,28540
2020-11-01__2H__rosenborg__A,31.0,22212871.79255654,17895168.83770743,4331949.307345833,-14246.352496722306,28527
2020-11-01__2H__rosenborg__A,32.0,22772999.369438674,18383753.677762534,4406122.472974154,-16876.781298013753,28514
2020-11-01__2H__rosenborg__A,33.0,23310205.030948237,18852887.20018761,4477525.000280424,-20207.169519796298,28501
2020-11-01__2H__rosenborg__A,34.0,23823133.846558753,19301305.72507648,4545928.039650296,-24099.918168023403,28488
2020-11-01__2H__rosenborg__A,35.0,24310833.377721727,19728219.61919885,4611155.354203423,-28541.59568055044,28475
2020-11-01__2H__rosenborg__A,36.0,24772567.35336973,20132995.31052595,4673008.830994668,-33436.78815088584,28462
2020-11-01__2H__rosenborg__A,37.0,25207604.568605993,20515207.717338882,4731010.950341176,-38614.09907406583,28449
2020-11-01__2H__rosenborg__A,38.0,25616045.806501806,20874709.521651078,4785114.600112476,-43778.31526175025,28436
2020-11-01__2H__rosenborg__A,39.0,25997982.81413821,21211381.666232467,4835460.234606492,-48859.08670074926,28423
2020-11-01__2H__rosenborg__A,40.0,26353545.50444041,21524821.53846929,4882355.087778742,-53631.12180763611,28410
2020-11-01__2H__rosenborg__A,41.0,26682767.71998537,21815030.746700313,4926119.174283307,-58382.200998251676,28397
2020-11-01__2H__rosenborg__A,42.0,26985691.59310246,22081892.421092615,4966941.7001723265,-63142.52816248289,28384
2020-11-01__2H__rosenborg__A,43.0,27262999.2609786,22325959.923862316,5005006.041813482,-67966.70469719372,28371
2020-11-01__2H__rosenborg__A,44.0,27515581.62492235,22548073.01197331,5040442.1529103,-72933.5399612572,28358
2020-11-01__2H__rosenborg__A,45.0,27744937.28958692,22749571.91673523,5073468.487812848,-78103.11496115779,28345
2020-11-01__2H__rosenborg__A,46.0,27952775.523091506,22932088.611090455,5104093.987159089,-83407.07515802584,28332
2020-11-01__2H__rosenborg__A,47.0,28140587.9225239,23097299.55843701,5132157.101933388,-88868.73784649972,28319
2020-11-01__2H__rosenborg__A,48.0,28309414.524536572,23246695.714090828,5157300.752829532,-94581.94238378986,28306
2020-11-01__2H__rosenborg__A,49.0,28460159.17161201,23381239.12779937,5179272.872099967,-100352.82828732964,28293
2020-11-01__2H__rosenborg__A,50.0,28593961.69646997,23501986.91676949,5198089.295721021,-106114.51602054614,28280
2020-11-01__2H__rosenborg__A,51.0,28712704.83163183,23610174.868041687,5213974.594373088,-111444.6307829454,28267
2020-11-01__2H__rosenborg__A,52.0,28819360.003502194,23708473.98032421,5227545.117151968,-116659.09397397912,28254
2020-11-01__2H__rosenborg__A,53.0,28916765.996034175,23799300.73329572,5239119.929636825,-121654.66689837171,28241
2020-11-01__2H__rosenborg__A,54.0,29006614.622836035,23884249.768428817,5248702.518970181,-126337.66456296452,28228
2020-11-01__2H__rosenborg__A,55.0,29089733.09851763,23963915.754487336,5256568.335451099,-130750.99142080452,28215
2020-11-01__2H__rosenborg__A,56.0,29166245.043757886,24038538.34677278,5262827.616029417,-135120.9190443049,28202
2020-11-01__2H__rosenborg__A,57.0,29236468.566291112,24108276.78255719,5267593.94009467,-139402.15636074962,28189
2020-11-01__2H__rosenborg__A,58.0,29300921.84874904,24173521.682370875,5271128.14930018,-143727.9829220102,28176
2020-11-01__2H__rosenborg__A,59.0,29360461.607160594,24234705.21928925,5273943.07861045,-148186.69073911163,28163
2020-11-01__2H__rosenborg__A,60.0,29415609.757482775,24292093.082202066,5276186.595975703,-152669.9206949964,28150
2020-11-07__1H__rosenborg__A,1.0,130386.01112093599,69787.87789635149,65191.96158541859,-4593.8283608340935,33587
2020-11-07__1H__rosenborg__A,2.0,491220.91228078963,265479.41762021434,233713.52347718837,-7972.028816613054,33568
2020-11-07__1H__rosenborg__A,3.0,1029022.8452903666,568772.0720266118,471407.34752991714,-11156.574266162324,33549
2020-11-07__1H__rosenborg__A,4.0,1694704.9866303604,957466.1901809733,750071.9748831192,-12833.17843373162,33530
2020-11-07__1H__rosenborg__A,5.0,2448533.4266683655,1410657.7400096706,1050949.3658924575,-13073.679233762901,33511
2020-11-07__1H__rosenborg__A,6.0,3259179.494758824,1909271.8809237015,1361833.5204294254,-11925.906594303488,33492
2020-11-07__1H__rosenborg__A,7.0,4102052.480947702,2436732.418000878,1675025.8005814163,-9705.737634591569,33473
2020-11-07__1H__rosenborg__A,8.0,4958101.914047346,2978507.6640836345,1984948.048952852,-5353.7989891413745,33454
2020-11-07__1H__rosenborg__A,9.0,5812458.596806724,3523642.0791238933,2288090.074080129,726.4436027014308,33435
2020-11-07__1H__rosenborg__A,10.0,6653963.682978575,4063515.5084687904,2581313.438491849,9134.736017936724,33416
2020-11-07__1H__rosenborg__A,11.0,7475033.664768786,4592493.502703907,2863309.315521227,19230.84654365061,33397
2020-11-07__1H__rosenborg__A,12.0,8271778.416319017,5107557.741051992,3134623.7679916723,29596.90727535315,33378
2020-11-07__1H__rosenborg__A,13.0,9043567.202050503,5606613.390546922,3395111.816747993,41841.99475558978,33359
2020-11-07__1H__rosenborg__A,14.0,9791388.93992983,6090549.320014249,3646796.511688378,54043.10822720037,33340
2020-11-07__1H__rosenborg__A,15.0,10516703.501382247,6559166.814407912,3890314.3131735106,67222.37380081991,33321
2020-11-07__1H__rosenborg__A,16.0,11220993.441270744,7012978.649798156,4126487.491907563,81527.29956502531,33302
2020-11-07__1H__rosenborg__A,17.0,11905109.007166566,7452458.069326358,4355742.581637382,96908.35620282753,33283
2020-11-07__1H__rosenborg__A,18.0,12569102.22809134,7878256.604385126,4577932.346889627,112913.27681658592,33264
2020-11-07__1H__rosenborg__A,19.0,13212978.505391534,8291085.85317659,4792582.986812049,129309.66540289525,33245
2020-11-07__1H__rosenborg__A,20.0,13837170.149477981,8692343.717502182,5000097.601555773,144728.8304200286,33226
2020-11-07__1H__rosenborg__A,21.0,14442593.016724361,9082191.909020958,5199851.631662127,160549.47604127572,33207
2020-11-07__1H__rosenborg__A,22.0,15030554.827533813,9461757.563963907,5392459.706038017,176337.5575318911,33188
2020-11-07__1H__rosenborg__A,23.0,15602611.56548309,9831984.488778258,5578884.101604303,191742.97510052926,33169
2020-11-07__1H__rosenborg__A,24.0,16159804.515766207,10193037.306448575,5760188.526460564,206578.68285706663,33150
2020-11-07__1H__rosenborg__A,25.0,16702134.285424761,10544531.06988061,5936759.105661385,220844.1098827634,33131
2020-11-07__1H__rosenborg__A,26.0,17228953.45685258,10885937.27097499,6108868.693915385,234147.49196220608,33112
2020-11-07__1H__rosenborg__A,27.0,17738876.061175164,11216267.147311067,6275993.437895071,246615.47596902744,33093
2020-11-07__1H__rosenborg__A,28.0,18230188.668307964,11534459.851887394,6437535.261693764,258193.5547268081,33074
2020-11-07__1H__rosenborg__A,29.0,18701210.329822283,11839014.091788637,6593269.665544428,268926.57248922484,33055
2020-11-07__1H__rosenborg__A,30.0,19150363.534106016,12128319.672070496,6743153.648166352,278890.2138691711,33036
2020-11-07__1H__rosenborg__A,31.0,19576413.560096778,12401779.62594717,6887850.948597135,286782.9855524707,33017
2020-11-07__1H__rosenborg__A,32.0,19978172.685813244,12657412.261124846,7026342.023542039,294418.401146358,32998
2020-11-07__1H__rosenborg__A,33.0,20354885.14232601,12895553.143739486,7158830.657728875,300501.34085763915,32979
2020-11-07__1H__rosenborg__A,34.0,20706598.17074519,13115991.494821277,7284535.276924984,306071.3989989303,32960
2020-11-07__1H__rosenborg__A,35.0,21034308.624624353,13319953.392290093,7403355.333168418,310999.89916583966,32941
2020-11-07__1H__rosenborg__A,36.0,21339693.050829686,13509052.666054977,7515236.351764214,315404.03301049984,32922
2020-11-07__1H__rosenborg__A,37.0,21625108.009480752,13684852.166792441,7620581.219778327,319674.6229099837,32903
2020-11-07__1H__rosenborg__A,38.0,21893303.439893417,13848932.783982316,7720107.363642165,324263.2922689384,32884
2020-11-07__1H__rosenborg__A,39.0,22147895.989518948,14003972.67785216,7814732.9892221065,329190.3224446849,32865
2020-11-07__1H__rosenborg__A,40.0,22392681.738218963,14152435.917481588,7905308.695934328,334937.1248030447,32846
2020-11-07__1H__rosenborg__A,41.0,22631179.71511157,14296818.387418402,7992859.898818784,341501.4288743846,32827
2020-11-07__1H__rosenborg__A,42.0,22866732.370920096,14438990.270333132,8078351.760100545,349390.34048641403,32808
2020-11-07__1H__rosenborg__A,43.0,23102695.863263104,14581076.467769088,8163071.35701056,358548.0384834573,32789
