cluster,lag_s,sum_player,sum_centroid,sum_relative,sum_cross,n_pairs
2020-07-25__2H__rosenborg__A,27.0,17549091.34658146,14379487.030079655,3237704.3947294215,-68100.07822761625,27307
2020-07-25__2H__rosenborg__A,28.0,17990796.696206484,14768624.848705724,3292665.2386888154,-70493.39118804927,27294
2020-07-25__2H__rosenborg__A,29.0,18404987.78675577,15134166.113394974,3343601.7458220734,-72780.07246127646,27281
2020-07-25__2H__rosenborg__A,30.0,18793323.573834553,15476993.395700999,3391241.17154841,-74910.99341485373,27268
2020-07-25__2H__rosenborg__A,31.0,19157637.164363157,15798545.068211166,3435994.608601008,-76902.51244901452,27255
2020-07-25__2H__rosenborg__A,32.0,19499931.471024983,16100659.210452812,3477972.2842691066,-78700.02369693652,27242
2020-07-25__2H__rosenborg__A,33.0,19822212.718568843,16385153.501455877,3517312.223004923,-80253.00589195685,27229
2020-07-25__2H__rosenborg__A,34.0,20126555.625836644,16653459.185480716,3554549.242086444,-81452.80173051436,27216
2020-07-25__2H__rosenborg__A,35.0,20414678.07760228,16906562.10433384,3590310.484197453,-82194.51092901514,27203
2020-07-25__2H__rosenborg__A,36.0,20687537.38479456,17144706.55800597,3624912.0567594245,-82081.22997084033,27190
2020-07-25__2H__rosenborg__A,37.0,20945934.822436716,17369124.012714427,3658370.849008191,-81560.03928589987,27177
2020-07-25__2H__rosenborg__A,38.0,21190766.08744379,17581161.745614514,3690471.0174757955,-80866.67564651428,27164
2020-07-25__2H__rosenborg__A,39.0,21423400.99787404,17782314.080053788,3721260.6508331797,-80173.73301292775,27151
2020-07-25__2H__rosenborg__A,40.0,21644593.69414377,17973358.75034671,3750812.6909589944,-79577.74716193654,27138
2020-07-25__2H__rosenborg__A,41.0,21854599.776554033,18154650.957936678,3779075.030502857,-79126.2118855032,27125
2020-07-25__2H__rosenborg__A,42.0,22053454.844148465,18326366.279136546,3805954.777091591,-78866.21207967147,27112
2020-07-25__2H__rosenborg__A,43.0,22240720.978388537,18488086.258377343,3831342.9807368834,-78708.26072569087,27099
2020-07-25__2H__rosenborg__A,44.0,22415245.49128867,18638811.375873297,3855014.217538888,-78580.1021235201,27086
2020-07-25__2H__rosenborg__A,45.0,22576057.411558162,18777720.27852436,3876797.847684936,-78460.71465113392,27073
2020-07-25__2H__rosenborg__A,46.0,22722747.67188043,18904586.683483608,3896648.5524036237,-78487.56400680373,27060
2020-07-25__2H__rosenborg__A,47.0,22855009.014844496,19019407.330366895,3914290.120812885,-78688.43633528712,27047
2020-07-25__2H__rosenborg__A,48.0,22972704.330765452,19122157.560240496,3929672.102692219,-79125.33216726646,27034
2020-07-25__2H__rosenborg__A,49.0,23076369.187120654,19213329.298069034,3943083.943015424,-80044.05396380334,27021
2020-07-25__2H__rosenborg__A,50.0,23167232.914185103,19293888.92231348,3954945.760745072,-81601.7688734507,27008
2020-07-25__2H__rosenborg__A,51.0,23246485.51003097,19364926.871111307,3965441.4745486584,-83882.83562899363,26995
2020-07-25__2H__rosenborg__A,52.0,23314734.465517975,19426929.065739278,3974608.9176365156,-86803.51785781805,26982
2020-07-25__2H__rosenborg__A,53.0,23372130.389933266,19480086.036666304,3982314.6330536054,-90270.27978664386,26969
2020-07-25__2H__rosenborg__A,54.0,23418973.874545306,19524692.807801083,3988472.7594706635,-94191.69272644154,26956
2020-07-25__2H__rosenborg__A,55.0,23456282.191641267,19561404.91516619,3993473.9091708153,-98596.6326957391,26943
2020-07-25__2H__rosenborg__A,56.0,23485846.81631493,19591231.718894668,3998028.0165350786,-103412.91911481816,26930
2020-07-25__2H__rosenborg__A,57.0,23509238.12130553,19615266.242858548,4002519.7806902076,-108547.902243232,26917
2020-07-25__2H__rosenborg__A,58.0,23528036.056952015,19634873.108254373,4007098.4879218508,-113935.53922420368,26904
2020-07-25__2H__rosenborg__A,59.0,23544226.304750804,19651740.71929833,4012013.7953518876,-119528.20989941811,26891
2020-07-25__2H__rosenborg__A,60.0,23559796.95721408,19667767.100202046,4017374.580912386,-125344.72390035121,26878
2020-08-02__1H__rosenborg__A,1.0,126076.92185188562,70362.92057456507,58233.268742764936,-2519.2674654443567,30628
2020-08-02__1H__rosenborg__A,2.0,473734.0291579076,269585.4251896418,209206.1411111682,-5057.537142902471,30612
2020-08-02__1H__rosenborg__A,3.0,989264.7612965009,576908.1975811563,419968.9142504588,-7612.350535114398,30596
2020-08-02__1H__rosenborg__A,4.0,1624060.2037359974,968793.8119271459,665316.4122185537,-10050.020409702498,30580
2020-08-02__1H__rosenborg__A,5.0,2339432.033785455,1423331.922916961,928322.8494764584,-12222.738607964886,30564
2020-08-02__1H__rosenborg__A,6.0,3105764.973521622,1921700.1024976196,1198191.0844142025,-14126.21339020066,30548
2020-08-02__1H__rosenborg__A,7.0,3900594.7266415395,2448436.4441164383,1467976.8832620173,-15818.600736916327,30532
2020-08-02__1H__rosenborg__A,8.0,4707082.735007538,2991295.502018807,1732924.9782296433,-17137.745240912045,30516
2020-08-02__1H__rosenborg__A,9.0,5513220.727741936,3541112.0855592927,1990147.1329284473,-18038.4907458034,30500
2020-08-02__1H__rosenborg__A,10.0,6310903.108868616,4091259.280893185,2238180.398857852,-18536.57088242157,30484
2020-08-02__1H__rosenborg__A,11.0,7094867.13439659,4637384.572953476,2476147.8984920965,-18665.33704898099,30468
2020-08-02__1H__rosenborg__A,12.0,7862026.004911371,5176704.282819019,2703896.569814421,-18574.847722067614,30452
2020-08-02__1H__rosenborg__A,13.0,8610906.732279371,5707578.839563972,2921582.918945673,-18255.026230272022,30436
2020-08-02__1H__rosenborg__A,14.0,9340791.855285788,6228992.026076975,3129376.5149004506,-17576.685691635008,30420
2020-08-02__1H__rosenborg__A,15.0,10051728.472581305,6740577.378384383,3327629.938653918,-16478.84445699706,30404
2020-08-02__1H__rosenborg__A,16.0,10745173.393406676,7243053.047627599,3516937.4208181016,-14817.075039025978,30388
2020-08-02__1H__rosenborg__A,17.0,11422968.43979603,7737437.733723134,3697953.548725876,-12422.842652976979,30372
2020-08-02__1H__rosenborg__A,18.0,12086624.507697787,8224463.280221416,3871407.4574202565,-9246.229943884187,30356
2020-08-02__1H__rosenborg__A,19.0,12737158.861286057,8704439.454495523,4037916.1834828183,-5196.7766922871815,30340
2020-08-02__1H__rosenborg__A,20.0,13375167.663292095,9177314.623089716,4198132.6433501365,-279.60314775642473,30324
2020-08-02__1H__rosenborg__A,21.0,14000967.961673966,9642808.118472144,4352714.487294336,5445.355907486752,30308
2020-08-02__1H__rosenborg__A,22.0,14614388.830181155,10100513.428004041,4501883.211060772,11992.191116343718,30292
2020-08-02__1H__rosenborg__A,23.0,15214781.229497561,10549932.052377684,4645458.700053237,19390.477066642256,30276
2020-08-02__1H__rosenborg__A,24.0,15801401.94365533,10990306.42898098,4783468.019030163,27627.495644192444,30260
2020-08-02__1H__rosenborg__A,25.0,16373169.5117585,11420632.719770163,4915765.428800903,36771.36318743508,30244
2020-08-02__1H__rosenborg__A,26.0,16928922.61050932,11840073.033561299,5042148.322661057,46701.25428696326,30228
2020-08-02__1H__rosenborg__A,27.0,17468314.713688005,12248430.318314316,5162627.756128212,57256.639245481696,30212
2020-08-02__1H__rosenborg__A,28.0,17992029.22009593,12645548.35538798,5278407.426729142,68073.4379788111,30196
2020-08-02__1H__rosenborg__A,29.0,18500987.45362494,13031353.43250264,5390381.507601289,79252.51352101378,30180
2020-08-02__1H__rosenborg__A,30.0,18995567.34437716,13405664.617928285,5498941.214493038,90961.51195583818,30164
2020-08-02__1H__rosenborg__A,31.0,19475496.8226248,13768249.142933136,5604285.3158768695,102962.36381478957,30148
2020-08-02__1H__rosenborg__A,32.0,19940100.057768915,14118791.833847415,5706044.596527751,115263.62739375094,30132
2020-08-02__1H__rosenborg__A,33.0,20388537.63503491,14457050.365687266,5803659.815780408,127827.45356723526,30116
2020-08-02__1H__rosenborg__A,34.0,20819929.770325247,14782858.499162082,5896395.200360814,140676.07080235332,30100
2020-08-02__1H__rosenborg__A,35.0,21233426.2432782,15095905.322719647,5983804.277946434,153716.64261211967,30084
2020-08-02__1H__rosenborg__A,36.0,21628211.599116474,15395682.30318508,6065810.570288917,166718.7256424795,30068
2020-08-02__1H__rosenborg__A,37.0,22003257.66497584,15681480.340165133,6142280.990356337,179496.3344543716,30052
2020-08-02__1H__rosenborg__A,38.0,22357709.795921646,15952460.589103889,6213502.74696374,191746.45985401794,30036
2020-08-02__1H__rosenborg__A,39.0,22691871.895023927,16208469.968558535,6280198.902734831,203203.0237305602,30020
2020-08-02__1H__rosenborg__A,40.0,23007408.76198652,16450451.311927384,6343253.225189479,213704.22486965917,30004
2020-08-02__1H__rosenborg__A,41.0,23306723.352041658,16680052.814249268,6403682.549936525,222987.98785586888,29988
2020-08-02__1H__rosenborg__A,42.0,23592026.106761348,16898840.801612105,6462151.274651883,231034.03049735585,29972
2020-08-02__1H__rosenborg__A,43.0,23865016.75380969,17108304.713011947,6518734.338718142,237977.70207960065,29956
2020-08-02__1H__rosenborg__A,44.0,24125831.785607405,17308554.33470539,6573233.64540869,244043.80549333035,29940
2020-08-02__1H__rosenborg__A,45.0,24373655.017737616,17500953.677589662,6625185.169785062,247516.17036288837,29924
2020-08-02__1H__rosenborg__A,46.0,24608166.619437058,17682107.32851137,6675124.159807248,250935.13111843937,29908
2020-08-02__1H__rosenborg__A,47.0,24829305.61223498,17851668.87224291,6723231.837395963,254404.90259610792,29892
2020-08-02__1H__rosenborg__A,48.0,25035893.93396373,18008761.795695774,6769389.135931715,257743.00233623944,29876
2020-08-02__1H__rosenborg__A,49.0,25227058.193131015,18152633.029599622,6813487.662917908,260937.50061348313,29860
2020-08-02__1H__rosenborg__A,50.0,25402193.346548904,18282952.26340675,6855187.504267176,264053.5788749724,29844
2020-08-02__1H__rosenborg__A,51.0,25561844.788532812,18400670.666261062,6894202.341070436,266971.7812013123,29828
2020-08-02__1H__rosenborg__A,52.0,25706867.454501785,18506811.466844864,6930165.137771528,269890.84988539224,29812
2020-08-02__1H__rosenborg__A,53.0,25838071.392010577,18602500.58837966,6962857.132403016,272713.6712279015,29796
2020-08-02__1H__rosenborg__A,54.0,25956016.895504568,18688875.16834098,6992113.607831784,275028.11933180084,29780
2020-08-02__1H__rosenborg__A,55.0,26062247.74841143,18767195.86942382,7018084.887531606,276966.9914560034,29764
2020-08-02__1H__rosenborg__A,56.0,26158519.362571552,18838996.465273563,7040965.077988869,278557.81930912635,29748
2020-08-02__1H__rosenborg__A,57.0,26246560.29095522,18906514.070546784,7061023.935086223,279022.28532222006,29732
2020-08-02__1H__rosenborg__A,58.0,26328022.972907007,18970535.95659405,7078260.654377937,279226.3619350197,29716
2020-08-02__1H__rosenborg__A,59.0,26403752.038870245,19032099.5279802,7092786.850919334,278865.6599707105,29700
2020-08-02__1H__rosenborg__A,60.0,26474312.037134416,19091629.835567866,7104858.854409779,277823.3471567733,29684
2020-08-02__2H__rosenborg__A,1.0,129528.64342678792,78855.9143130381,55393.849433988384,-4721.120320238556,28985
2020-08-02__2H__rosenborg__A,2.0,484786.0643852654,299830.7766274313,192245.07722289395,-7289.789465059833,28969
2020-08-02__2H__rosenborg__A,3.0,1013967.5220056763,642790.7615557603,380784.7743576271,-9608.013907711309,28953
2020-08-02__2H__rosenborg__A,4.0,1669873.3357136017,1084452.552597403,598557.9167393037,-13137.133623105263,28937
2020-08-02__2H__rosenborg__A,5.0,2413420.2619708427,1601314.709513392,829067.5146749744,-16961.962217523534,28921
2020-08-02__2H__rosenborg__A,6.0,3214701.3673187755,2172632.0270967707,1063136.6497485097,-21067.309526504738,28905
2020-08-02__2H__rosenborg__A,7.0,4050888.8010647306,2780861.4615672086,1295373.0678948911,-25345.728397369978,28889
2020-08-02__2H__rosenborg__A,8.0,4903915.747321959,3411647.427197584,1522013.6331897757,-29745.31306540077,28873
2020-08-02__2H__rosenborg__A,9.0,5761013.250544971,4053763.6634314056,1741535.253189346,-34285.666075781366,28857
2020-08-02__2H__rosenborg__A,10.0,6613456.515927678,4699031.989321273,1953393.4302277735,-38968.90362136897,28841
2020-08-02__2H__rosenborg__A,11.0,7454430.344382598,5341564.234521819,2156578.095251813,-43711.985391033566,28825
2020-08-02__2H__rosenborg__A,12.0,8279988.86636871,5977093.560710673,2351644.844056219,-48749.53839818205,28809
2020-08-02__2H__rosenborg__A,13.0,9087216.810538875,6602429.892537326,2538890.8255862007,-54103.90758465245,28793
2020-08-02__2H__rosenborg__A,14.0,9873143.026575206,7214923.0689778915,2718088.3170919684,-59868.359494654025,28777
2020-08-02__2H__rosenborg__A,15.0,10636391.020822126,7812433.602630692,2889541.609672421,-65584.19148098698,28761
2020-08-02__2H__rosenborg__A,16.0,11374845.955741629,8392970.080957765,3053460.744407139,-71584.86962327594,28745
2020-08-02__2H__rosenborg__A,17.0,12086802.915535167,8954489.642563459,3209731.31940095,-77418.04642923786,28729
2020-08-02__2H__rosenborg__A,18.0,12771505.393920664,9495488.257389404,3359343.200465111,-83326.06393384881,28713
2020-08-02__2H__rosenborg__A,19.0,13427614.3573923,10014797.886097826,3501880.422157333,-89063.9508628578,28697
2020-08-02__2H__rosenborg__A,20.0,14054819.329667214,10511957.404726665,3637623.874315231,-94761.94937468086,28681
2020-08-02__2H__rosenborg__A,21.0,14653903.593755357,10986501.939354377,3767484.289924963,-100082.6355239822,28665
2020-08-02__2H__rosenborg__A,22.0,15225088.505770396,11438239.87048513,3891639.0164964767,-104790.38121121273,28649
2020-08-02__2H__rosenborg__A,23.0,15767447.182344474,11867141.171038777,4009689.750869291,-109383.73956359392,28633
2020-08-02__2H__rosenborg__A,24.0,16282116.753106255,12273056.059052281,4122067.5508781015,-113006.85682412545,28617
2020-08-02__2H__rosenborg__A,25.0,16769347.581088603,12656283.334657045,4228913.513866511,-115849.26743495314,28601
2020-08-02__2H__rosenborg__A,26.0,17228895.537901837,13017490.36279951,4329719.816656583,-118314.64155426048,28585
2020-08-02__2H__rosenborg__A,27.0,17662956.910116043,13357424.531454487,4425741.414630302,-120209.03596874818,28569
2020-08-02__2H__rosenborg__A,28.0,18072338.082049932,13677135.398830736,4516485.169115804,-121282.48589660975,28553
2020-08-02__2H__rosenborg__A,29.0,18457896.398999553,13978249.861476367,4601525.023924852,-121878.48640166043,28537
2020-08-02__2H__rosenborg__A,30.0,18821969.8014767,14262539.798684448,4681485.593577092,-122055.59078483946,28521
2020-08-02__2H__rosenborg__A,31.0,19166832.22979636,14532278.231737401,4756933.463998749,-122379.46593979522,28505
2020-08-02__2H__rosenborg__A,32.0,19494595.081071265,14790056.624957178,4827473.082883933,-122934.62676985396,28489
2020-08-02__2H__rosenborg__A,33.0,19809491.88262759,15039003.662031123,4894008.392292874,-123520.17169640827,28473
2020-08-02__2H__rosenborg__A,34.0,20115159.915089816,15282300.500707224,4956887.923482946,-124028.5091003532,28457
2020-08-02__2H__rosenborg__A,35.0,20412244.990444325,15522865.544240491,5014651.743864223,-125272.29766039157,28441
2020-08-02__2H__rosenborg__A,36.0,20706030.030006282,15762805.639159212,5069767.768965645,-126543.37811857046,28425
2020-08-02__2H__rosenborg__A,37.0,20997278.174486868,16003549.198783461,5121267.811853246,-127538.83614983686,28409
2020-08-02__2H__rosenborg__A,38.0,21286407.922474965,16245682.063553493,5169670.518110247,-128944.65918877635,28394
2020-08-02__2H__rosenborg__A,39.0,21573386.679363836,16489261.171447216,5215356.330281668,-131230.82236504694,28379
2020-08-02__2H__rosenborg__A,40.0,21856162.493725516,16733276.077181501,5257252.392805191,-134365.97626117646,28364
2020-08-02__2H__rosenborg__A,41.0,22133258.541508947,16976146.029248275,5295050.111805655,-137937.5995449829,28349
2020-08-02__2H__rosenborg__A,42.0,22403844.590375025,17216860.25560387,5329242.80098401,-142258.46621285574,28334
2020-08-02__2H__rosenborg__A,43.0,22665930.750724558,17454165.921761736,5359360.678243581,-147595.84928075378,28319
2020-08-02__2H__rosenborg__A,44.0,22919776.82623663,17686851.483495086,5386530.467004404,-153605.1242628623,28304
2020-08-02__2H__rosenborg__A,45.0,23165659.75845961,17914469.12248568,5411435.19149291,-160244.5555189788,28289
2020-08-02__2H__rosenborg__A,46.0,23402451.17347672,18137255.626274657,5433060.071803711,-167864.52460165144,28274
2020-08-02__2H__rosenborg__A,47.0,23632344.867295947,18356153.461254336,5452724.700380801,-176533.2943391868,28259
2020-08-02__2H__rosenborg__A,48.0,23855898.503590316,18571535.462570615,5470125.376514143,-185762.33549444843,28244
2020-08-02__2H__rosenborg__A,49.0,24074406.40801374,18783351.331255198,5486364.11082869,-195309.03407015032,28229
2020-08-02__2H__rosenborg__A,50.0,24285991.375313953,18991132.135912377,5500493.571812384,-205634.33241080638,28214
2020-08-02__2H__rosenborg__A,51.0,24491023.98704731,19194283.19856065,5513874.810968347,-217134.02248169464,28199
2020-08-02__2H__rosenborg__A,52.0,24687730.612788573,19391899.83976423,5525485.669917116,-229654.8968927789,28184
2020-08-02__2H__rosenborg__A,53.0,24874674.035724517,19583071.261943236,5534971.576673744,-243368.8028924681,28169
2020-08-02__2H__rosenborg__A,54.0,25051578.62409146,19767271.085093386,5542007.205467212,-257699.66646913835,28154
2020-08-02__2H__rosenborg__A,55.0,25217416.486082777,19943774.253295846,5546272.472033916,-272630.23924699007,28139
2020-08-02__2H__rosenborg__A,56.0,25371302.596029222,20111760.968970463,5547541.472691337,-287999.84563257534,28124
2020-08-02__2H__rosenborg__A,57.0,25512345.859538954,20270082.720904708,5546156.7288292,-303893.59019495285,28109
2020-08-02__2H__rosenborg__A,58.0,25638863.496800765,20417519.241456516,5541579.126522156,-320234.87117790105,28094
2020-08-02__2H__rosenborg__A,59.0,25751583.14302987,20553405.085728824,5534811.220139026,-336633.16283798264,28080
2020-08-02__2H__rosenborg__A,60.0,25850439.396737434,20677776.280449554,5526043.30116955,-353380.1848816704,28066
2020-08-08__1H__rosenborg__A,1.0,116786.45401176017,72351.84313166932,45530.04099054101,-1095.4301104501465,26213
2020-08-08__1H__rosenborg__A,2.0,434100.3737281323,277590.70707571466,159125.92767001226,-2616.261017594525,26202
2020-08-08__1H__rosenborg__A,3.0,898817.534696937,592311.7638434895,311077.80502362346,-4572.03417017594,26191
2020-08-08__1H__rosenborg__A,4.0,1464661.8537451182,989866.4360809438,481287.2126698725,-6491.795005698128,26180
2020-08-08__1H__rosenborg__A,5.0,2093787.0988675002,1445616.4455133444,656770.6259945346,-8599.972640378646,26169
2020-08-08__1H__rosenborg__A,6.0,2757685.745232258,1938065.3727083022,830436.5708480149,-10816.198324060148,26158
2020-08-08__1H__rosenborg__A,7.0,3435549.9893864323,2449588.413365267,998888.8324390618,-12927.256417896328,26147
2020-08-08__1H__rosenborg__A,8.0,4112362.762921054,2966816.677998158,1160450.5346723185,-14904.449749423147,26136
2020-08-08__1H__rosenborg__A,9.0,4778047.439978665,3480551.801374842,1314251.846429875,-16756.207826052952,26125
2020-08-08__1H__rosenborg__A,10.0,5426871.887673873,3985209.0138241565,1460129.914563899,-18467.040714180665,26114
2020-08-08__1H__rosenborg__A,11.0,6056582.430851071,4478003.289153922,1598524.8167450991,-19945.675047950543,26103
2020-08-08__1H__rosenborg__A,12.0,6667344.425349291,4958583.619959967,1730055.7695059634,-21294.964116638086,26092
2020-08-08__1H__rosenborg__A,13.0,7260511.752481619,5428143.5998300165,1855105.5728068154,-22737.42015521307,26081
2020-08-08__1H__rosenborg__A,14.0,7838432.074788979,5888577.332763251,1974221.966124638,-24367.22409890834,26070
2020-08-08__1H__rosenborg__A,15.0,8404248.500126895,6342184.542598708,2088170.7178731058,-26106.76034491843,26059
2020-08-08__1H__rosenborg__A,16.0,8961358.631933287,6791541.371566408,2197721.821384435,-27904.561017557604,26048
2020-08-08__1H__rosenborg__A,17.0,9512964.10119164,7239185.3735356955,2303504.0763303633,-29725.34867441909,26037
2020-08-08__1H__rosenborg__A,18.0,10061417.92986218,7686857.13194204,2405665.414569244,-31104.616649102136,26026
2020-08-08__1H__rosenborg__A,19.0,10607836.235069854,8135664.550591508,2504490.3657921227,-32318.68131377575,26015
2020-08-08__1H__rosenborg__A,20.0,11151924.858366087,8585168.204371976,2600139.014518803,-33382.36052468863,26004
2020-08-08__1H__rosenborg__A,21.0,11692223.877982441,9033729.112436567,2692734.4667500597,-34239.701204185396,25993
2020-08-08__1H__rosenborg__A,22.0,12226497.515605187,9479081.919366954,2782388.641760849,-34973.04552261849,25982
2020-08-08__1H__rosenborg__A,23.0,12752239.417627528,9918537.628027381,2869250.6505163806,-35548.8609162344,25971
2020-08-08__1H__rosenborg__A,24.0,13267412.94979887,10349711.872865051,2953501.407874322,-35800.33094050305,25960
2020-08-08__1H__rosenborg__A,25.0,13770407.923413793,10770896.29863101,3035317.672216316,-35806.04743353601,25949
2020-08-08__1H__rosenborg__A,26.0,14260281.34544702,11181316.845861727,3114696.536157817,-35732.03657252332,25938
2020-08-08__1H__rosenborg__A,27.0,14736743.874245482,11580657.355871892,3191633.7854301655,-35547.26705657813,25927
2020-08-08__1H__rosenborg__A,28.0,15199732.824874777,11969010.64329588,3265910.1661915663,-35187.98461266823,25916
2020-08-08__1H__rosenborg__A,29.0,15649443.083038978,12346722.753768576,3337380.276244864,-34659.94697445583,25905
2020-08-08__1H__rosenborg__A,30.0,16085900.379764143,12714206.853991687,3405805.6935320264,-34112.16775956465,25894
2020-08-08__1H__rosenborg__A,31.0,16509315.030568399,13072015.5791886,3470896.470251088,-33597.018871292334,25883
2020-08-08__1H__rosenborg__A,32.0,16920399.924503334,13420895.504290536,3532681.380950599,-33176.96073779836,25872
2020-08-08__1H__rosenborg__A,33.0,17320350.38234157,13761938.281260023,3591370.097299083,-32957.99621753945,25861
2020-08-08__1H__rosenborg__A,34.0,17710351.22335116,14096055.800325232,3647291.611624523,-32996.18859859783,25850
2020-08-08__1H__rosenborg__A,35.0,18091865.761302236,14423998.902439903,3701086.3869685046,-33219.52810617484,25839
2020-08-08__1H__rosenborg__A,36.0,18466679.354986936,14746505.851546766,3753609.6392689585,-33436.135828788436,25828
2020-08-08__1H__rosenborg__A,37.0,18836401.21991125,15064308.319301259,3805608.1573173413,-33515.25670735203,25817
2020-08-08__1H__rosenborg__A,38.0,19202497.110956185,15378535.479903607,3857401.6674190233,-33440.03636644565,25806
2020-08-08__1H__rosenborg__A,39.0,19566284.75228321,15690503.741511725,3909022.3864617823,-33241.37569029427,25795
2020-08-08__1H__rosenborg__A,40.0,19928478.97939387,16001168.121563327,3960354.3115753946,-33043.4537448491,25784
2020-08-08__1H__rosenborg__A,41.0,20288961.66973506,16310728.77215215,4011234.606601388,-33001.70901848124,25773
2020-08-08__1H__rosenborg__A,42.0,20646781.996331688,16618355.237060152,4061403.6824213504,-32976.923149811584,25762
2020-08-08__1H__rosenborg__A,43.0,21000103.83263257,16922476.80956707,4110672.3990286407,-33045.37596314134,25751
2020-08-08__1H__rosenborg__A,44.0,21347637.068518676,17221889.136519555,4159045.210277452,-33297.278278331156,25740
2020-08-08__1H__rosenborg__A,45.0,21688732.57017063,17516227.440721486,4206227.547950321,-33722.41850117908,25729
2020-08-08__1H__rosenborg__A,46.0,22022948.19254782,17805451.130036388,4251818.8705139505,-34321.80800252028,25718
2020-08-08__1H__rosenborg__A,47.0,22349490.08830532,18089346.561448764,4295260.615051374,-35117.08819481751,25707
2020-08-08__1H__rosenborg__A,48.0,22667575.83810057,18367573.108107723,4336104.719132751,-36101.98913990092,25696
2020-08-08__1H__rosenborg__A,49.0,22976911.751265727,18639758.828572765,4374453.97164597,-37301.04895299967,25685
2020-08-08__1H__rosenborg__A,50.0,23277669.730978705,18905536.65114686,4410816.489817926,-38683.40998608034,25674
2020-08-08__1H__rosenborg__A,51.0,23569419.643845387,19164090.35585724,4445437.220746029,-40107.93275788013,25663
2020-08-08__1H__rosenborg__A,52.0,23851721.409756515,19414602.18345375,4478515.7808401445,-41396.554537374905,25652
2020-08-08__1H__rosenborg__A,53.0,24124481.858146116,19656705.412410386,4510214.5077621145,-42438.06202638574,25641
2020-08-08__1H__rosenborg__A,54.0,24387561.940033626,19890066.38426011,4540684.614135136,-43189.058361623174,25630
2020-08-08__1H__rosenborg__A,55.0,24640750.11824337,20114372.607964616,4570008.450250773,-43630.939972018154,25619
2020-08-08__1H__rosenborg__A,56.0,24884026.511679728,20329624.968044933,4598089.049812548,-43687.506177751406,25608
2020-08-08__1H__rosenborg__A,57.0,25117885.122436143,20536255.921166662,4624843.003851591,-43213.8025821074,25597
2020-08-08__1H__rosenborg__A,58.0,25343400.3611667,20735375.54597187,4650262.785222132,-42237.970027302625,25586
2020-08-08__1H__rosenborg__A,59.0,25562182.44350376,20928605.579771202,4674432.077477261,-40855.21374470668,25575
2020-08-08__1H__rosenborg__A,60.0,25775964.310581464,21117525.689057607,4697525.766134862,-39087.14461101408,25564
2020-08-08__2H__rosenborg__A,1.0,111340.5843127569,74184.54203100363,42418.468974567986,-5262.426692814717,25528
2020-08-08__2H__rosenborg__A,2.0,414378.1495181712,280944.9604109572,143647.4067798954,-10214.217672681389,25500
2020-08-08__2H__rosenborg__A,3.0,859981.7657252379,597885.9912012975,276262.30583420757,-14166.531310267164,25473
2020-08-08__2H__rosenborg__A,4.0,1405706.6481160712,1000337.4911925495,423061.86268907133,-17692.705765549763,25446
2020-08-08__2H__rosenborg__A,5.0,2017736.0227616187,1465052.5625365267,573365.4632956053,-20682.003070513616,25419
2020-08-08__2H__rosenborg__A,6.0,2670639.103872703,1972608.0677115894,721006.1329708225,-22975.09680970898,25392
2020-08-08__2H__rosenborg__A,7.0,3346640.755144266,2508121.945711593,863091.726084493,-24572.91665182105,25365
2020-08-08__2H__rosenborg__A,8.0,4033550.6153809577,3061169.304210685,998261.9199611705,-25880.60879089823,25338
2020-08-08__2H__rosenborg__A,9.0,4723707.900226509,3624253.838970081,1126470.1606009742,-27016.09934454537,25311
2020-08-08__2H__rosenborg__A,10.0,5411891.239219542,4191957.5908138626,1248148.1889159929,-28214.540510314364,25284
2020-08-08__2H__rosenborg__A,11.0,6094541.394020086,4759986.996680373,1363704.4994602995,-29150.102120585827,25257
2020-08-08__2H__rosenborg__A,12.0,6768807.227078066,5325253.00990274,1473167.5872344023,-29613.370059075063,25230
2020-08-08__2H__rosenborg__A,13.0,7432687.393940073,5885989.468230788,1577220.3389858645,-30522.413276579053,25203
2020-08-08__2H__rosenborg__A,14.0,8085209.7108415095,6440463.01973493,1676616.5349208196,-31869.843814239295,25176
2020-08-08__2H__rosenborg__A,15.0,8725574.675724357,6987223.0861599445,1771923.8479332246,-33572.25836881053,25149
2020-08-08__2H__rosenborg__A,16.0,9353316.974533977,7524976.044352432,1863476.2653101026,-35135.33512855748,25122
2020-08-08__2H__rosenborg__A,17.0,9967878.984558988,8052903.957006614,1951751.652885953,-36776.625333578304,25095
2020-08-08__2H__rosenborg__A,18.0,10567854.194646414,8569868.966229213,2036628.600029917,-38643.37161271603,25068
2020-08-08__2H__rosenborg__A,19.0,11151480.589179978,9074499.731294643,2117648.054394955,-40667.19650962212,25041
2020-08-08__2H__rosenborg__A,20.0,11716565.638574174,9564974.424787194,2194212.109744244,-42620.89595726334,25014
2020-08-08__2H__rosenborg__A,21.0,12260665.920835063,10039305.982548919,2265855.775716059,-44495.83742991365,24987
2020-08-08__2H__rosenborg__A,22.0,12781904.999563161,10495682.74608224,2332543.8956608106,-46321.64217988818,24960
2020-08-08__2H__rosenborg__A,23.0,13279498.750545269,10933021.42321742,2394844.377560042,-48367.05023219265,24933
2020-08-08__2H__rosenborg__A,24.0,13753527.387323825,11350487.909427086,2453542.381389182,-50502.90349244192,24906
2020-08-08__2H__rosenborg__A,25.0,14203656.422789235,11747678.917893756,2508863.002735886,-52885.49784040605,24879
