length_l,centroid_ccdf,centroid_ci_low,centroid_ci_high,player_ccdf,player_ci_low,player_ci_high,null_ccdf,n_centroid_at_risk,n_player_at_risk,reliable_support_flag,n_bootstrap,bootstrap_unit
0.15754513268355763,0.899395150102658,0.8882033623245583,0.9090153360704044,0.896478125110997,0.8833614110919467,0.9074258368191253,0.9759754024074129,16208,277633,True,200,match_id+match_phase+team+source_key
0.1673414107067865,0.892847233782809,0.8817773502265207,0.9027084371623944,0.8904172842137213,0.876737466371421,0.9015810729810576,0.9745007398246067,16090,275756,True,200,match_id+match_phase+team+source_key
0.17774682886321866,0.8871871705232784,0.8759734504825019,0.8973859958106972,0.884046458912536,0.8702007679361075,0.8954180082681049,0.9729368217980849,15988,273783,True,200,match_id+match_phase+team+source_key
0.18879926395677898,0.8814161256312081,0.8701681940058713,0.8916833263894429,0.8776304275524471,0.8636516950705738,0.8892171856541723,0.9712784068356414,15884,271796,True,200,match_id+match_phase+team+source_key
0.20053894800031288,0.8746462460462794,0.8624420644589381,0.8849041556233488,0.870817228674849,0.8568300281291058,0.8829352668253936,0.9695199662120604,15762,269686,True,200,match_id+match_phase+team+source_key
0.21300861466429566,0.8668775317684924,0.8546764933647906,0.8768365436849253,0.8633905189978462,0.8492778162448319,0.8761208993294538,0.9676556708995349,15622,267386,True,200,match_id+match_phase+team+source_key
0.22625365483183646,0.8594417623883247,0.8473991702741702,0.8692618231827965,0.8557603820557779,0.8414681778677024,0.8690841015907952,0.9656793782666445,15488,265023,True,200,match_id+match_phase+team+source_key
0.2403222818262118,0.850896176682759,0.8390054791744607,0.8613249000512059,0.8481237871052946,0.8334115524019446,0.8615307637643687,0.9635846185996457,15334,262658,True,200,match_id+match_phase+team+source_key
0.25526570691237466,0.8434049164863215,0.8302430377407229,0.854020841538548,0.8386272857313533,0.8238123411114351,0.8521647266811252,0.9613645815106814,15199,259717,True,200,match_id+match_phase+team+source_key
0.2711383257112838,0.8362466011875035,0.8224368495349774,0.8478158345544885,0.8296086769801061,0.8146516453062618,0.8433464712206875,0.9590121023097896,15070,256924,True,200,match_id+match_phase+team+source_key
0.2879979162056192,0.8282004328283669,0.8150344128152412,0.8396920237087049,0.8198247942317068,0.804419277682376,0.8339960349775081,0.9565196484314066,14925,253894,True,200,match_id+match_phase+team+source_key
0.3059058490576461,0.8198768103878808,0.8060296775139433,0.832140338698102,0.8096114539237245,0.793801427602305,0.8241246472973889,0.9538793060215702,14775,250731,True,200,match_id+match_phase+team+source_key
0.3249273110048064,0.8110537706009655,0.7974024591055391,0.8231979925768663,0.7986134655933457,0.7823526177549017,0.8135433100912229,0.9510827668093953,14616,247325,True,200,match_id+match_phase+team+source_key
0.3451315421462199,0.80239720326286,0.7885233506535216,0.8149419030129396,0.787386217964242,0.7710985419981299,0.8025133650020971,0.9481213154057628,14460,243848,True,200,match_id+match_phase+team+source_key
0.3665920879838441,0.7911325675600688,0.7771956742004278,0.80394430672659,0.7760685582173313,0.7595258829587836,0.7914807508157404,0.9449858171937107,14257,240343,True,200,match_id+match_phase+team+source_key
0.38938706713574867,0.7804783308362466,0.7664366331616272,0.794133053264574,0.7647541274746281,0.7481086981443271,0.7801174098051152,0.9416667069988943,14065,236839,True,200,match_id+match_phase+team+source_key
