duration_s,empirical_ccdf,model,model_source_name,model_label,plot_label,model_ccdf,n_parameters,n,param_p,param_mean_duration_on_support,param_mu,param_sigma,param_shape,param_scale,param_alpha,param_tc,param_beta,support,sample_size,pooled_or_heldout_status,uncertainty_definition,contrast_direction
41,0.0025261949189034,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0022964295020547,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
42,0.0022104205540404,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0018979824174966,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
43,0.0019233529496196,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0015608285283729,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
44,0.0016649921056408,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0012769911611808,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
45,0.0012918042198937,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0010392893002824,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
46,0.0010765035165781,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0008412933984773,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
47,0.0008181426725993,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.000677279528679,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
48,0.0007176690110521,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0005421821499034,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
49,0.0006171953495048,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0004315458983474,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
50,0.0005454284483995,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.000341476906624,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
51,0.0004736615472943,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0002685942051812,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
52,0.0004162480264102,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0002099817742527,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
53,0.0003157743648629,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0001631417976559,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
54,0.0002583608439787,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,0.0001259496270852,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
55,0.0001722405626525,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,9.661090318232031e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
56,0.0001578871824314,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,7.362120349268216e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
57,0.0001578871824314,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,5.572850309145307e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
58,0.0001291804219893,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,4.18986463384913e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
59,0.0001148270417683,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,3.128394243264987e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
60,0.0001004736615472,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,2.3194916921810413e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
61,7.176690110521028e-05,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,1.7075178997751407e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
62,7.176690110521028e-05,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,1.2479302302918696e-05,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
63,4.306014066312616e-05,generalised_cutoff_power_law,stretched_truncated_power_law,generalised-cutoff power law,generalised-cutoff power law,9.05356630627061e-06,3,69670,,,,,,,1.3264938430006872,32.26358536307996,2.782240657358805,T >= 1 s,69670,pooled fitted curve,not plotted in panel A,not applicable
